COM	time	Objecttyp	Order Nr(A)
10200	177	177	
10200	178	178	
10200	179	179	
10200	180	180	
10800	181	181	
10800	182	182	
10800	183	183	
10800	184	184	
10800	185	185	
10800	186	186	
10800	187	187	
10800	188	188	
10800	189	189	
10800	190	190	
11400	191	191	
11400	192	192	
11400	193	193	
11400	194	194	
11400	195	195	
11400	196	196	
11400	197	197	
11400	198	198	
11400	199	199	
11400	200	200	
12000	201	201	
12000	202	202	
12000	203	203	
12000	204	204	
12000	205	205	
12000	206	206	
12000	207	207	
12000	208	208	
12000	209	209	
12000	210	210	
12600	211	211	
12600	212	212	
12600	213	213	
12600	214	214	
12600	215	215	
12600	216	216	
12600	217	217	
12600	218	218	
12600	219	219	
12600	220	220	
13200	221	221	
13200	222	222	
13200	223	223	
13200	224	224	
13200	225	225	
13200	226	226	
13200	227	227	
13200	228	228	
13200	229	229	
13200	230	230	
13800	231	231	
13800	232	232	
13800	233	233	
13800	234	234	
13800	235	235	
13800	236	236	
13800	237	237	
13800	238	238	
13800	239	239	
13800	240	240	
14400	241	241	
14400	242	242	
14400	243	243	
14400	244	244	
14400	245	245	
14400	246	246	
14400	247	247	
14400	248	248	
14400	249	249	
14400	250	250	
15000	251	251	
15000	252	252	
15000	253	253	
15000	254	254	
15000	255	255	
15000	256	256	
15000	257	257	
15000	258	258	
15000	259	259	
15000	260	260	
15600	261	261	
15600	262	262	
15600	263	263	
15600	264	264	
15600	265	265	
15600	266	266	
15600	267	267	
15600	268	268	
15600	269	269	
15600	270	270	
16200	271	271	
16200	272	272	
16200	273	273	
16200	274	274	
16200	275	275	
16200	276	276	
16200	277	277	
16200	278	278	
16200	279	279	
16200	280	280	
16800	281	281	
16800	282	282	
16800	283	283	
16800	284	284	
16800	285	285	
16800	286	286	
16800	287	287	
16800	288	288	
16800	289	289	
16800	290	290	
17400	291	291	
17400	292	292	
17400	293	293	
17400	294	294	
17400	295	295	
17400	296	296	
17400	297	297	
17400	298	298	
17400	299	299	
17400	300	300	
18000	301	301	
18000	302	302	
18000	303	303	
18000	304	304	
18000	305	305	
18000	306	306	
18000	307	307	
18000	308	308	
18000	309	309	
18000	310	310	
18600	311	311	
18600	312	312	
18600	313	313	
18600	314	314	
18600	315	315	
18600	316	316	
18600	317	317	
18600	318	318	
18600	319	319	
18600	320	320	
19200	321	321	
19200	322	322	
19200	323	323	
19200	324	324	
19200	325	325	
19200	326	326	
19200	327	327	
19200	328	328	
19200	329	329	
19200	330	330	
19800	331	331	
19800	332	332	
19800	333	333	
19800	334	334	
19800	335	335	
19800	336	336	
19800	337	337	
19800	338	338	
19800	339	339	
19800	340	340	
20400	341	341	
20400	342	342	
20400	343	343	
20400	344	344	
20400	345	345	
20400	346	346	
20400	347	347	
20400	348	348	
20400	349	349	
20400	350	350	
21000	351	351	
21000	352	352	
21000	353	353	
21000	354	354	
21000	355	355	
21000	356	356	
21000	357	357	
21000	358	358	
21000	359	359	
21000	360	360	
21600	361	361	
21600	362	362	
21600	363	363	
21600	364	364	
21600	365	365	
21600	366	366	
21600	367	367	
21600	368	368	
21600	369	369	
21600	370	370	
22200	371	371	
22200	372	372	
22200	373	373	
22200	374	374	
22200	375	375	
22200	376	376	
22200	377	377	
22200	378	378	
22200	379	379	
22200	380	380	
22800	381	381	
22800	382	382	
22800	383	383	
22800	384	384	
22800	385	385	
22800	386	386	
22800	387	387	
22800	388	388	
22800	389	389	
22800	390	390	
23400	391	391	
23400	392	392	
23400	393	393	
23400	394	394	
23400	395	395	
23400	396	396	
23400	397	397	
23400	398	398	
23400	399	399	
23400	400	400	
24000	401	401	
24000	402	402	
24000	403	403	
24000	404	404	
24000	405	405	
24000	406	406	
24000	407	407	
24000	408	408	
24000	409	409	
24000	410	410	
24600	411	411	
24600	412	412	
24600	413	413	
24600	414	414	
24600	415	415	
24600	416	416	
24600	417	417	
24600	418	418	
24600	419	419	
24600	420	420	
25200	421	421	
25200	422	422	
25200	423	423	
25200	424	424	
25200	425	425	
25200	426	426	
25200	427	427	
25200	428	428	
25200	429	429	
25200	430	430	
25800	431	431	
25800	432	432	
25800	433	433	
25800	434	434	
25800	435	435	
25800	436	436	
25800	437	437	
25800	438	438	
25800	439	439	
25800	440	440	
26400	441	441	
26400	442	442	
26400	443	443	
26400	444	444	
26400	445	445	
26400	446	446	
26400	447	447	
26400	448	448	
26400	449	449	
26400	450	450	
27000	451	451	
27000	452	452	
27000	453	453	
27000	454	454	
27000	455	455	
27000	456	456	
27000	457	457	
27000	458	458	
27000	459	459	
27000	460	460	
27600	461	461	
27600	462	462	
27600	463	463	
27600	464	464	
27600	465	465	
27600	466	466	
27600	467	467	
27600	468	468	
27600	469	469	
27600	470	470	
28200	471	471	
28200	472	472	
28200	473	473	
28200	474	474	
28200	475	475	
28200	476	476	
28200	477	477	
28200	478	478	
28200	479	479	
28200	480	480	
