COM	time	Objecttyp	Order Nr(A)
8400	177	177	
8400	178	178	
8400	179	179	
8400	180	180	
9000	181	181	
9000	182	182	
9000	183	183	
9000	184	184	
9000	185	185	
9000	186	186	
9000	187	187	
9000	188	188	
9000	189	189	
9000	190	190	
9000	191	191	
9000	192	192	
9600	193	193	
9600	194	194	
9600	195	195	
9600	196	196	
9600	197	197	
9600	198	198	
9600	199	199	
9600	200	200	
9600	201	201	
9600	202	202	
9600	203	203	
9600	204	204	
10200	205	205	
10200	206	206	
10200	207	207	
10200	208	208	
10200	209	209	
10200	210	210	
10200	211	211	
10200	212	212	
10200	213	213	
10200	214	214	
10200	215	215	
10200	216	216	
10800	217	217	
10800	218	218	
10800	219	219	
10800	220	220	
10800	221	221	
10800	222	222	
10800	223	223	
10800	224	224	
10800	225	225	
10800	226	226	
10800	227	227	
10800	228	228	
11400	229	229	
11400	230	230	
11400	231	231	
11400	232	232	
11400	233	233	
11400	234	234	
11400	235	235	
11400	236	236	
11400	237	237	
11400	238	238	
11400	239	239	
11400	240	240	
12000	241	241	
12000	242	242	
12000	243	243	
12000	244	244	
12000	245	245	
12000	246	246	
12000	247	247	
12000	248	248	
12000	249	249	
12000	250	250	
12000	251	251	
12000	252	252	
12600	253	253	
12600	254	254	
12600	255	255	
12600	256	256	
12600	257	257	
12600	258	258	
12600	259	259	
12600	260	260	
12600	261	261	
12600	262	262	
12600	263	263	
12600	264	264	
13200	265	265	
13200	266	266	
13200	267	267	
13200	268	268	
13200	269	269	
13200	270	270	
13200	271	271	
13200	272	272	
13200	273	273	
13200	274	274	
13200	275	275	
13200	276	276	
13800	277	277	
13800	278	278	
13800	279	279	
13800	280	280	
13800	281	281	
13800	282	282	
13800	283	283	
13800	284	284	
13800	285	285	
13800	286	286	
13800	287	287	
13800	288	288	
14400	289	289	
14400	290	290	
14400	291	291	
14400	292	292	
14400	293	293	
14400	294	294	
14400	295	295	
14400	296	296	
14400	297	297	
14400	298	298	
14400	299	299	
14400	300	300	
15000	301	301	
15000	302	302	
15000	303	303	
15000	304	304	
15000	305	305	
15000	306	306	
15000	307	307	
15000	308	308	
15000	309	309	
15000	310	310	
15000	311	311	
15000	312	312	
15600	313	313	
15600	314	314	
15600	315	315	
15600	316	316	
15600	317	317	
15600	318	318	
15600	319	319	
15600	320	320	
15600	321	321	
15600	322	322	
15600	323	323	
15600	324	324	
16200	325	325	
16200	326	326	
16200	327	327	
16200	328	328	
16200	329	329	
16200	330	330	
16200	331	331	
16200	332	332	
16200	333	333	
16200	334	334	
16200	335	335	
16200	336	336	
16800	337	337	
16800	338	338	
16800	339	339	
16800	340	340	
16800	341	341	
16800	342	342	
16800	343	343	
16800	344	344	
16800	345	345	
16800	346	346	
16800	347	347	
16800	348	348	
17400	349	349	
17400	350	350	
17400	351	351	
17400	352	352	
17400	353	353	
17400	354	354	
17400	355	355	
17400	356	356	
17400	357	357	
17400	358	358	
17400	359	359	
17400	360	360	
18000	361	361	
18000	362	362	
18000	363	363	
18000	364	364	
18000	365	365	
18000	366	366	
18000	367	367	
18000	368	368	
18000	369	369	
18000	370	370	
18000	371	371	
18000	372	372	
18600	373	373	
18600	374	374	
18600	375	375	
18600	376	376	
18600	377	377	
18600	378	378	
18600	379	379	
18600	380	380	
18600	381	381	
18600	382	382	
18600	383	383	
18600	384	384	
19200	385	385	
19200	386	386	
19200	387	387	
19200	388	388	
19200	389	389	
19200	390	390	
19200	391	391	
19200	392	392	
19200	393	393	
19200	394	394	
19200	395	395	
19200	396	396	
19800	397	397	
19800	398	398	
19800	399	399	
19800	400	400	
19800	401	401	
19800	402	402	
19800	403	403	
19800	404	404	
19800	405	405	
19800	406	406	
19800	407	407	
19800	408	408	
20400	409	409	
20400	410	410	
20400	411	411	
20400	412	412	
20400	413	413	
20400	414	414	
20400	415	415	
20400	416	416	
20400	417	417	
20400	418	418	
20400	419	419	
20400	420	420	
21000	421	421	
21000	422	422	
21000	423	423	
21000	424	424	
21000	425	425	
21000	426	426	
21000	427	427	
21000	428	428	
21000	429	429	
21000	430	430	
21000	431	431	
21000	432	432	
21600	433	433	
21600	434	434	
21600	435	435	
21600	436	436	
21600	437	437	
21600	438	438	
21600	439	439	
21600	440	440	
21600	441	441	
21600	442	442	
21600	443	443	
21600	444	444	
22200	445	445	
22200	446	446	
22200	447	447	
22200	448	448	
22200	449	449	
22200	450	450	
22200	451	451	
22200	452	452	
22200	453	453	
22200	454	454	
22200	455	455	
22200	456	456	
22800	457	457	
22800	458	458	
22800	459	459	
22800	460	460	
22800	461	461	
22800	462	462	
22800	463	463	
22800	464	464	
22800	465	465	
22800	466	466	
22800	467	467	
22800	468	468	
23400	469	469	
23400	470	470	
23400	471	471	
23400	472	472	
23400	473	473	
23400	474	474	
23400	475	475	
23400	476	476	
23400	477	477	
23400	478	478	
23400	479	479	
23400	480	480	
24000	481	481	
24000	482	482	
24000	483	483	
24000	484	484	
24000	485	485	
24000	486	486	
24000	487	487	
24000	488	488	
24000	489	489	
24000	490	490	
24000	491	491	
24000	492	492	
24600	493	493	
24600	494	494	
24600	495	495	
24600	496	496	
24600	497	497	
24600	498	498	
24600	499	499	
24600	500	500	
24600	501	501	
24600	502	502	
24600	503	503	
24600	504	504	
25200	505	505	
25200	506	506	
25200	507	507	
25200	508	508	
25200	509	509	
25200	510	510	
25200	511	511	
25200	512	512	
25200	513	513	
25200	514	514	
25200	515	515	
25200	516	516	
25800	517	517	
25800	518	518	
25800	519	519	
25800	520	520	
25800	521	521	
25800	522	522	
25800	523	523	
25800	524	524	
25800	525	525	
25800	526	526	
25800	527	527	
25800	528	528	
26400	529	529	
26400	530	530	
26400	531	531	
26400	532	532	
26400	533	533	
26400	534	534	
26400	535	535	
26400	536	536	
26400	537	537	
26400	538	538	
26400	539	539	
26400	540	540	
27000	541	541	
27000	542	542	
27000	543	543	
27000	544	544	
27000	545	545	
27000	546	546	
27000	547	547	
27000	548	548	
27000	549	549	
27000	550	550	
27000	551	551	
27000	552	552	
27600	553	553	
27600	554	554	
27600	555	555	
27600	556	556	
27600	557	557	
27600	558	558	
27600	559	559	
27600	560	560	
27600	561	561	
27600	562	562	
27600	563	563	
27600	564	564	
28200	565	565	
28200	566	566	
28200	567	567	
28200	568	568	
28200	569	569	
28200	570	570	
28200	571	571	
28200	572	572	
28200	573	573	
28200	574	574	
28200	575	575	
28200	576	576	
